doc_id	genre	t_span	t_entity_text	t_entity_type	t_infostat	t_coref_type	t_head_form	t_head_lemma	t_head_deprel	t_head_xpos	t_head_number	t_sent_id	t_head_sent_id	t_head_doc_position	n_span	n_entity_text	n_entity_type	n_infostat	n_coref_type	n_head_form	n_head_lemma	n_head_deprel	n_head_xpos	n_head_number	n_sent_id	n_head_sent_id	n_head_doc_position	t_n_entity_type	t_n_head_lemma	t_n_head_deprel	t_n_head_xpos	t_n_head_number	t_n_dist	coref	bridge	bridge_type
wsjarrau_1317	wsjarrau	['38-37']	I	person	old	coref	I	I	nsubj	PRP	Sing	38	37	964	['39-9', '39-10', '39-11', '39-12']	corporate planning and policy	none	new	sgl	planning	planning	obl	NN	Sing	39	10	984	person_none	I_planning	nsubj_obl	PRP_NN	Sing_Sing	20	0	0	
wsjarrau_1302	wsjarrau	['50-5', '50-6']	the exchange	organization	old	coref	exchange	exchange	nsubj	NN	Sing	50	6	1308	['62-22', '62-23', '62-24']	a Lloyd 's	organization	old	coref	Lloyd	Lloyd	nmod:poss	NNP	Sing	62	23	1523	organization_organization	exchange_Lloyd	nsubj_nmod:poss	NN_NNP	Sing_Sing	215	1	0	
vpc_0018	vpc	['2-6', '2-7', '2-8', '2-9']	the new company `s	organization	old	coref	company	company	nmod:poss	NN	Sing	2	8	41	['3-10', '3-11', '3-12']	the pending spinoff	organization	old	coref	spinoff	spinoff	obl	NN	Sing	3	12	68	organization_organization	company_spinoff	nmod:poss_obl	NN_NN	Sing_Sing	27	1	0	
vpc_0022	vpc	['1-2']	its	organization	new	coref	its	its	nmod:poss	PRP$	Sing	1	2	2	['4-1', '4-2']	The computers	concrete	old	coref	computers	computer	nsubj	NNS	Plur	4	2	56	organization_concrete	its_computer	nmod:poss_nsubj	PRP$_NNS	Sing_Plur	54	0	0	
wsjarrau_1366	wsjarrau	['30-37', '30-38']	the Texan	person	old	coref	Texan	Texan	nsubj	NNP	Sing	30	38	951	['36-34', '36-35']	Mr. Gonzalez	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	36	34	1131	person_person	Texan_Mr.	nsubj_nsubj	NNP_NNP	Sing_Sing	180	1	0	
vpc_0765	vpc	['49-16']	things	abstract	new	sgl	things	thing	appos	NNS	Plur	49	16	1659	['53-18', '53-19', '53-20', '53-21', '53-22', '53-23', '53-24', '53-25', '53-26']	One Board member , Bronx Borough President Ferdinand Ferrer	person	new	coref	member	member	nsubj:pass	NN	Sing	53	20	1768	abstract_person	thing_member	appos_nsubj:pass	NNS_NN	Plur_Sing	109	0	1	bridge:element
wsjarrau_0692	wsjarrau	['43-1', '43-2', '43-3', '43-4', '43-5', '43-6', '43-7', '43-8']	Scenario 3 , the `` Current Dollar Freeze	abstract	new	coref	Scenario	Scenario	nsubj	NNP	Sing	43	1	893	['46-22']	3	abstract	old	coref	3	3	conj	CD		46	22	970	abstract_abstract	Scenario_3	nsubj_conj	NNP_CD	Sing_N/A	77	1	0	
wsjarrau_1125	wsjarrau	['2-15', '2-16', '2-17', '2-18', '2-19', '2-20', '2-21', '2-22', '2-23', '2-24', '2-25', '2-26', '2-27', '2-28', '2-29', '2-30', '2-31', '2-32', '2-33', '2-34', '2-35', '2-36', '2-37', '2-38', '2-39', '2-40']	3,000 developers , pension-fund advisers and real estate financiers slated to attend a four-day conference , beginning here today , sponsored by the Urban Land Institute	none	new	sgl	developers	developer	nmod	NNS	Plur	2	16	35	['5-1']	Developers	person	new	coref	Developers	developer	nsubj	NNS	Plur	5	1	95	none_person	developer_developer	nmod_nsubj	NNS_NNS	Plur_Plur	60	0	1	bridge:subset-inv
wsjarrau_1317	wsjarrau	['50-31', '50-32', '50-33']	Saatchi & Saatchi	organization	old	coref	Saatchi	Saatchi	nmod	NNP	Sing	50	31	1394	['52-8', '52-9', '52-10', '52-11', '52-12', '52-13', '52-14', '52-15', '52-16', '52-17', '52-18', '52-19']	its intention to sell off most of its consulting business in June	event	new	sgl	intention	intention	obj	NN	Sing	52	9	1470	organization_event	Saatchi_intention	nmod_obj	NNP_NN	Sing_Sing	76	0	0	
wsjarrau_1163	wsjarrau	['24-23']	herself	person	old	coref	herself	herself	obj	PRP	Sing	24	23	652	['29-4', '29-5']	Ms. Bogart	person	old	coref	Ms.	Ms.	nsubj	NNP	Sing	29	4	807	person_person	herself_Ms.	obj_nsubj	PRP_NNP	Sing_Sing	155	1	0	
wsjarrau_1149	wsjarrau	['11-8']	forfeitures	abstract	old	coref	forfeitures	forfeiture	obj	NNS	Plur	11	8	224	['13-17', '13-18', '13-19', '13-20', '13-21']	a huge pre-trial asset forfeiture	abstract	new	coref	forfeiture	forfeiture	obj	NN	Sing	13	21	290	abstract_abstract	forfeiture_forfeiture	obj_obj	NNS_NN	Plur_Sing	66	0	1	bridge:subset
wsjarrau_1386	wsjarrau	['21-8']	HDTV	abstract	old	coref	HDTV	HDTV	compound	NNP	Sing	21	8	567	['24-2', '24-3', '24-4']	the financial rewards	abstract	new	coref	rewards	reward	nsubj:pass	NNS	Plur	24	4	634	abstract_abstract	HDTV_reward	compound_nsubj:pass	NNP_NNS	Sing_Plur	67	0	1	bridge:undersp-rel
wsjarrau_0681	wsjarrau	['42-1', '42-2', '42-3']	The stock 's	abstract	old	coref	stock	stock	nmod:poss	NN	Sing	42	2	1375	['42-15', '42-16']	the company	organization	new	coref	company	company	obl	NN	Sing	42	16	1389	abstract_organization	stock_company	nmod:poss_obl	NN_NN	Sing_Sing	14	0	1	bridge:undersp-rel
wsjarrau_1302	wsjarrau	['34-1']	It	organization	old	coref	It	it	nsubj	PRP	Sing	34	1	889	['78-8']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	78	8	1888	organization_organization	it_its	nsubj_nmod:poss	PRP_PRP$	Sing_Sing	999	1	0	
wsjarrau_1128	wsjarrau	['55-1', '55-2']	The Fuji	concrete	old	coref	Fuji	Fuji	nsubj	NNP	Sing	55	2	1441	['57-3', '57-4', '57-5']	the frumpy Fuji	concrete	old	coref	Fuji	Fuji	nsubj	NNP	Sing	57	5	1475	concrete_concrete	Fuji_Fuji	nsubj_nsubj	NNP_NNP	Sing_Sing	34	1	0	
wsjarrau_1320	wsjarrau	['11-1', '11-2', '11-3']	A company official	person	new	sgl	official	official	nsubj	NN	Sing	11	3	253	['15-19', '15-20', '15-21', '15-22']	$ 20 a barrel	abstract	new	coref	$	$	obj	SYM		15	19	320	person_abstract	official_$	nsubj_obj	NN_SYM	Sing_N/A	67	0	0	
wsjarrau_0689	wsjarrau	['11-1', '11-2', '11-3', '11-4', '11-5', '11-6', '11-7']	A mix of CDs and other holdings	abstract	new	sgl	mix	mix	nsubj	NN	Sing	11	2	272	['40-2', '40-3', '40-4', '40-5', '40-6', '40-7', '40-8']	average maturities of a month or so	abstract	new	sgl	maturities	maturity	obl	NNS	Plur	40	3	1069	abstract_abstract	mix_maturity	nsubj_obl	NN_NNS	Sing_Plur	797	0	0	
wsjarrau_0692	wsjarrau	['38-18', '38-19']	these scenarios	abstract	old	coref	scenarios	scenario	obj	NNS	Plur	38	19	789	['46-1', '46-2']	Scenario 2	abstract	new	coref	Scenario	scenario	nsubj	NN	Sing	46	1	949	abstract_abstract	scenario_scenario	obj_nsubj	NNS_NN	Plur_Sing	160	0	1	bridge:element
wsjarrau_1974	wsjarrau	['20-35', '20-36', '20-37', '20-38', '20-39', '20-40', '20-41', '20-42', '20-43']	8 1 % to 8 3 % four months	none	new	sgl	%	%	nmod:npmod	NN	Sing	20	37	404	['20-55', '20-56', '20-57', '20-58', '20-59', '20-60', '20-61', '20-62', '20-63']	8 7 % to 8 5 % six months	none	new	sgl	8	8	nummod	CD		20	55	422	none_none	%_8	nmod:npmod_nummod	NN_CD	Sing_N/A	18	0	0	
wsjarrau_1320	wsjarrau	['2-26']	December	time	new	coref	December	December	compound	NNP	Sing	2	26	55	['5-14', '5-15', '5-16', '5-17', '5-18', '5-19', '5-20', '5-21', '5-22']	the fourth quarter , when demand is traditionally strong	time	new	coref	quarter	quarter	obl	NN	Sing	5	16	123	time_time	December_quarter	compound_obl	NNP_NN	Sing_Sing	68	0	1	bridge:element-inv
wsjarrau_1198	wsjarrau	['2-19', '2-20', '2-21', '2-22']	May 3 , 1990	time	new	sgl	3	3	obl:tmod	CD		2	20	52	['4-7', '4-8']	the auctions	abstract	new	coref	auctions	auction	obj	NNS	Plur	4	8	96	time_abstract	3_auction	obl:tmod_obj	CD_NNS	N/A_Plur	44	0	1	bridge:element-inv
wsjarrau_1394	wsjarrau	['17-44']	Federal	organization	old	coref	Federal	Federal	compound	NNP	Sing	17	44	472	['19-3', '19-4']	the company	organization	old	coref	company	company	obj	NN	Sing	19	4	497	organization_organization	Federal_company	compound_obj	NNP_NN	Sing_Sing	25	1	0	
vpc_0037	vpc	['23-36', '23-37', '23-38', '23-39', '23-40', '23-41', '23-42', '23-43', '23-44', '23-45']	Soho , 228 pages , $ 17.95 by Gary Katzenstein	none	new	sgl	Soho	Soho	appos	NNP	Sing	23	36	677	['25-38', '25-39']	lunch partners	person	new	sgl	partners	partner	obj	NNS	Plur	25	39	760	none_person	Soho_partner	appos_obj	NNP_NNS	Sing_Plur	83	0	0	
wsjarrau_1931	wsjarrau	['4-35']	Japan	organization	new	coref	Japan	Japan	conj	NNP	Sing	4	35	162	['8-2']	Tokyo	organization	new	coref	Tokyo	Tokyo	compound	NNP	Sing	8	2	290	organization_organization	Japan_Tokyo	conj_compound	NNP_NNP	Sing_Sing	128	0	1	bridge:undersp-rel
wsjarrau_1349	wsjarrau	['8-2', '8-3']	California 's	abstract	new	sgl	California	California	nmod:poss	NNP	Sing	8	2	279	['9-18', '9-19', '9-20']	new federal appropriations	abstract	new	coref	appropriations	appropriation	nmod	NNS	Plur	9	20	314	abstract_abstract	California_appropriation	nmod:poss_nmod	NNP_NNS	Sing_Plur	35	0	0	
vpc_0301	vpc	['35-118', '35-119', '35-120', '35-121']	the last few months	time	new	sgl	months	month	nmod	NNS	Plur	35	121	1145	['37-22']	autumn	time	new	sgl	autumn	autumn	compound	NN	Sing	37	22	1234	time_time	month_autumn	nmod_compound	NNS_NN	Plur_Sing	89	0	0	
wsjarrau_1367	wsjarrau	['24-8']	parties	abstract	old	coref	parties	party	obj	NNS	Plur	24	8	713	['25-12']	parties	abstract	old	coref	parties	party	obj	NNS	Plur	25	12	726	abstract_abstract	party_party	obj_obj	NNS_NNS	Plur_Plur	13	1	0	
wsjarrau_1394	wsjarrau	['47-28', '47-29', '47-30']	the Tiger merger	event	old	coref	merger	merger	obl	NN	Sing	47	30	1183	['47-32']	Federal	organization	old	coref	Federal	Federal	nsubj	NNP	Sing	47	32	1185	event_organization	merger_Federal	obl_nsubj	NN_NNP	Sing_Sing	2	0	0	
wsjarrau_0671	wsjarrau	['10-5', '10-6', '10-7', '10-8', '10-9', '10-10']	investors ' appetite for municipal bonds	abstract	new	sgl	appetite	appetite	nsubj	NN	Sing	10	7	297	['12-21', '12-22']	institutional investors	organization	new	coref	investors	investor	nsubj	NNS	Plur	12	22	353	abstract_organization	appetite_investor	nsubj_nsubj	NN_NNS	Sing_Plur	56	0	1	bridge:subset
vpc_0029	vpc	['11-22']	investors	organization	old	coref	investors	investor	conj	NNS	Plur	11	22	245	['11-53']	their	organization	old	coref	their	their	nmod:poss	PRP$	Plur	11	53	276	organization_organization	investor_their	conj_nmod:poss	NNS_PRP$	Plur_Plur	31	1	0	
wsjarrau_1302	wsjarrau	['33-17']	insurance	abstract	old	coref	insurance	insurance	compound	NN	Sing	33	17	881	['35-12', '35-13']	life insurance	abstract	new	coref	insurance	insurance	obj	NN	Sing	35	13	925	abstract_abstract	insurance_insurance	compound_obj	NN_NN	Sing_Sing	44	0	1	bridge:subset
wsjarrau_0203	wsjarrau	['7-11', '7-12']	SEC figures	abstract	new	sgl	figures	figure	advcl	NNS	Plur	7	12	259	['17-15']	reports	concrete	new	coref	reports	report	obj	NNS	Plur	17	15	533	abstract_concrete	figure_report	advcl_obj	NNS_NNS	Plur_Plur	274	0	1	bridge:subset-inv
wsjarrau_0696	wsjarrau	['3-6']	losses	abstract	new	sgl	losses	loss	nmod	NNS	Plur	3	6	44	['4-5', '4-6']	actual profit	abstract	new	coref	profit	profit	obj	NN	Sing	4	6	53	abstract_abstract	loss_profit	nmod_obj	NNS_NN	Plur_Sing	9	0	0	
wsjarrau_1373	wsjarrau	['4-18']	their	concrete	old	coref	their	their	nmod:poss	PRP$	Plur	4	18	115	['6-16', '6-17', '6-18']	simple ferroelectric chips	concrete	new	coref	chips	chip	nmod	NNS	Plur	6	18	154	concrete_concrete	their_chip	nmod:poss_nmod	PRP$_NNS	Plur_Plur	39	0	1	bridge:subset
wsjarrau_0693	wsjarrau	['19-34']	It	none	new	sgl	It	it	nsubj	PRP	Sing	19	34	677	['27-12', '27-13']	140 yen	abstract	old	coref	yen	yen	nmod	NN	Sing	27	13	980	none_abstract	it_yen	nsubj_nmod	PRP_NN	Sing_Sing	303	0	0	
wsjarrau_1375	wsjarrau	['25-37']	August	time	new	sgl	August	August	nmod	NNP	Sing	25	37	864	['25-58', '25-59', '25-60', '25-61', '25-62']	something to be concerned about	none	new	sgl	something	something	conj	NN	Sing	25	58	885	time_none	August_something	nmod_conj	NNP_NN	Sing_Sing	21	0	0	
wsjarrau_1934	wsjarrau	['8-23']	We	person	old	coref	We	we	nsubj	PRP	Plur	8	23	170	['8-38', '8-39', '8-40', '8-41', '8-42', '8-43', '8-44', '8-45', '8-46', '8-47', '8-48', '8-49', '8-50']	Dr. Thomas E. Starzl , director of the University of Pittsburgh Transplantation Program	person	new	coref	Dr.	Dr.	obj	NNP	Sing	8	38	185	person_person	we_Dr.	nsubj_obj	PRP_NNP	Plur_Sing	15	0	1	bridge:subset
wsjarrau_1302	wsjarrau	['23-44']	they	organization	old	coref	they	they	nsubj	PRP	Plur	23	44	614	['65-1', '65-2']	Lloyd 's	organization	old	coref	Lloyd	Lloyd	nmod:poss	NNP	Sing	65	1	1611	organization_organization	they_Lloyd	nsubj_nmod:poss	PRP_NNP	Plur_Sing	997	1	0	
wsjarrau_1146	wsjarrau	['11-11', '11-12']	the shops	concrete	new	sgl	shops	shop	obl	NNS	Plur	11	12	216	['60-4', '60-5', '60-6', '60-7', '60-8', '60-9']	30 acres in 14 scattered scraps	concrete	new	coref	acres	acre	obj	NNS	Plur	60	5	1056	concrete_concrete	shop_acre	obl_obj	NNS_NNS	Plur_Plur	840	0	0	
wsjarrau_1128	wsjarrau	['16-40']	he	person	old	coref	he	he	nsubj	PRP	Sing	16	40	381	['25-19']	growers	person	new	coref	growers	grower	nmod	NNS	Plur	25	19	567	person_person	he_grower	nsubj_nmod	PRP_NNS	Sing_Plur	186	0	1	bridge:element
wsjarrau_1372	wsjarrau	['10-36']	their	organization	old	coref	their	their	nmod:poss	PRP$	Plur	10	36	298	['13-7', '13-8', '13-9', '13-10', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16']	an investment of A$ 83.3 million in Qintex Entertainment shares	event	new	coref	investment	investment	obj	NN	Sing	13	8	353	organization_event	their_investment	nmod:poss_obj	PRP$_NN	Plur_Sing	55	0	1	bridge:subset
wsjarrau_1394	wsjarrau	['17-21', '17-22', '17-23', '17-24', '17-25', '17-26']	the whole culture of the company	abstract	new	coref	culture	culture	nmod	NN	Sing	17	23	451	['18-1', '18-2', '18-3', '18-4', '18-5', '18-6', '18-7', '18-8']	That culture , carefully crafted by Mr. Smith	abstract	old	coref	crafted	craft	root	VBN		18	5	479	abstract_abstract	culture_craft	nmod_root	NN_VBN	Sing_N/A	28	1	0	
wsjarrau_1121	wsjarrau	['27-1', '27-2', '27-3', '27-4', '27-5', '27-6', '27-7', '27-8', '27-9', '27-10', '27-11', '27-12', '27-13', '27-14']	Huge machines that look as though they came from the Star Wars desert-battle scene	concrete	new	sgl	machines	machine	root	NNS	Plur	27	2	687	['28-11', '28-12', '28-13', '28-14', '28-15', '28-16', '28-17', '28-18', '28-19', '28-20', '28-21']	a whirring ferris wheellike excavator , with buckets instead of seats	concrete	new	coref	excavator	excavator	appos	NN	Sing	28	15	719	concrete_concrete	machine_excavator	root_appos	NNS_NN	Plur_Sing	32	0	1	bridge:element
wsjarrau_1368	wsjarrau	['21-17', '21-18', '21-19', '21-20', '21-21', '21-22', '21-23', '21-24', '21-25']	the rush to get a free Camel cigarette sticker	abstract	new	sgl	rush	rush	obl	NN	Sing	21	18	666	['26-5']	U.S.	place	old	coref	U.S.	U.S.	compound	NNP	Sing	26	5	755	abstract_place	rush_U.S.	obl_compound	NN_NNP	Sing_Sing	89	0	0	
wsjarrau_0671	wsjarrau	['10-9', '10-10']	municipal bonds	abstract	old	coref	bonds	bond	nmod	NNS	Plur	10	10	300	['11-8']	bond	abstract	new	coref	bond	bond	compound	NN	Sing	11	8	311	abstract_abstract	bond_bond	nmod_compound	NNS_NN	Plur_Sing	11	0	1	bridge:subset-inv
wsjarrau_1367	wsjarrau	['23-59', '23-60', '23-61', '23-62', '23-63', '23-64', '23-65', '23-66', '23-67', '23-68', '23-69', '23-70', '23-71', '23-72']	the Georgian shashlik ( `` a little well done , but very good ''	concrete	new	sgl	shashlik	shashlik	obl	NN	Sing	23	61	679	['65-7', '65-8', '65-9', '65-10', '65-11']	their computer company , Vesoft	organization	old	coref	company	company	obj	NN	Sing	65	9	1668	concrete_organization	shashlik_company	obl_obj	NN_NN	Sing_Sing	989	0	0	
wsjarrau_1303	wsjarrau	['18-16']	American	organization	old	coref	American	American	amod	JJ		18	16	429	['20-51']	U.S.	organization	old	coref	U.S.	U.S.	compound	NNP	Sing	20	51	503	organization_organization	American_U.S.	amod_compound	JJ_NNP	N/A_Sing	74	1	0	
wsjarrau_0617	wsjarrau	['15-14', '15-15', '15-16', '15-17']	researchers at Syracuse University	person	new	sgl	researchers	researcher	nmod	NNS	Plur	15	14	377	['16-1', '16-2', '16-3', '16-4', '16-5', '16-6', '16-7']	David Burnham , one of the authors	person	new	coref	David	David	nsubj	NNP	Sing	16	1	382	person_person	researcher_David	nmod_nsubj	NNS_NNP	Plur_Sing	5	0	1	bridge:element
wsjarrau_0629	wsjarrau	['1-2', '1-3', '1-4', '1-5']	Bombay stock market circles	person	new	sgl	circles	circle	nmod	NNS	Plur	1	5	5	['2-9', '2-10', '2-11']	the capital market	abstract	new	coref	market	market	obl	NN	Sing	2	11	23	person_abstract	circle_market	nmod_obl	NNS_NN	Plur_Sing	18	0	1	bridge:element
wsjarrau_0207	wsjarrau	['32-25']	it	abstract	old	coref	it	it	nmod	PRP	Sing	32	25	1016	['39-9', '39-10']	New York	place	old	coref	New	New	obl	NNP	Sing	39	9	1146	abstract_place	it_New	nmod_obl	PRP_NNP	Sing_Sing	130	0	0	
vpc_0765	vpc	['38-1', '38-2', '38-3', '38-4', '38-5', '38-6', '38-7']	A former U.S. Marine , Mr. Dinkins	person	old	coref	Marine	Marine	nsubj	NNP	Sing	38	4	1231	['48-17', '48-18']	Mr. Dinkins	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	48	17	1590	person_person	Marine_Mr.	nsubj_nsubj	NNP_NNP	Sing_Sing	359	1	0	
wsjarrau_1394	wsjarrau	['12-19', '12-20']	new hires	person	old	coref	hires	hire	obj	NNS	Plur	12	20	278	['36-39', '36-40']	their vans	concrete	new	coref	vans	van	conj	NNS	Plur	36	40	926	person_concrete	hire_van	obj_conj	NNS_NNS	Plur_Plur	648	0	0	
wsjarrau_0692	wsjarrau	['50-18', '50-19']	each scenario	abstract	old	coref	scenario	scenario	obl	NN	Sing	50	19	1068	['51-24']	its	abstract	old	coref	its	its	nmod:poss	PRP$	Sing	51	24	1099	abstract_abstract	scenario_its	obl_nmod:poss	NN_PRP$	Sing_Sing	31	1	0	
wsjarrau_1379	wsjarrau	['2-17', '2-18', '2-19', '2-20', '2-21', '2-22', '2-23']	his prized miniature palms , called cycads	concrete	new	sgl	palms	palm	nsubj	NNS	Plur	2	20	42	['4-6']	palm-tree	concrete	new	coref	palm-tree	palm-tree	amod	JJ		4	6	88	concrete_concrete	palm_palm-tree	nsubj_amod	NNS_JJ	Plur_N/A	46	0	1	bridge:subset-inv
wsjarrau_1988	wsjarrau	['9-23', '9-24', '9-25']	early next year	time	new	sgl	year	year	obl:tmod	NN	Sing	9	25	232	['11-2', '11-3']	such businessmen	person	new	coref	businessmen	businessmen	obl	NNS	Plur	11	3	261	time_person	year_businessmen	obl:tmod_obl	NN_NNS	Sing_Plur	29	0	1	bridge:undersp-rel
wsjarrau_1377	wsjarrau	['17-12']	Chrysler	organization	new	sgl	Chrysler	Chrysler	compound	NNP	Sing	17	12	471	['23-1']	Today	time	old	coref	Today	today	obl:tmod	NN	Sing	23	1	612	organization_time	Chrysler_today	compound_obl:tmod	NNP_NN	Sing_Sing	141	0	0	
wsjarrau_1365	wsjarrau	['9-53', '9-54']	the business	abstract	old	coref	business	business	nmod	NN	Sing	9	54	272	['10-21']	there	none	new	sgl	there	there	expl	EX		10	21	318	abstract_none	business_there	nmod_expl	NN_EX	Sing_N/A	46	0	0	
wsjarrau_0207	wsjarrau	['6-18', '6-19', '6-20', '6-21', '6-22']	its very own easy listening	abstract	new	sgl	listening	listen	obl	NN	Sing	6	22	202	['7-11', '7-12']	his motives	concrete	new	sgl	motives	motive	conj	NNS	Plur	7	12	215	abstract_concrete	listen_motive	obl_conj	NN_NNS	Sing_Plur	13	0	0	
wsjarrau_1322	wsjarrau	['18-7']	two-year	time	old	coref	two-year	two-year	amod	JJ		18	7	503	['30-1', '30-2']	Short-term rates	abstract	new	sgl	rates	rate	nsubj	NNS	Plur	30	2	745	time_abstract	two-year_rate	amod_nsubj	JJ_NNS	N/A_Plur	242	0	0	
wsjarrau_1303	wsjarrau	['3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '3-13', '3-14', '3-15']	chairman of Daiwa , Japan 's second-largest securities firm	abstract	new	sgl	chairman	chairman	nmod	NN	Sing	3	7	29	['10-10']	shareholder	abstract	new	sgl	shareholder	shareholder	compound	NN	Sing	10	10	193	abstract_abstract	chairman_shareholder	nmod_compound	NN_NN	Sing_Sing	164	0	0	
vpc_0301	vpc	['16-10']	U.S.	organization	old	coref	U.S.	U.S.	compound	NNP	Sing	16	10	436	['28-22']	U.S.	organization	old	coref	U.S.	U.S.	compound	NNP	Sing	28	22	804	organization_organization	U.S._U.S.	compound_compound	NNP_NNP	Sing_Sing	368	1	0	
wsjarrau_0207	wsjarrau	['20-28']	who	person	old	coref	who	who	nsubj	WP		20	28	645	['20-22', '20-23', '20-24', '20-25', '20-26', '20-27', '20-28', '20-29', '20-30', '20-31', '20-32', '20-33']	the pop singer Judy Collins , who appears on `` Inner Voices	person	new	coref	singer	singer	parataxis	NN	Sing	20	24	641	person_person	who_singer	nsubj_parataxis	WP_NN	N/A_Sing	-4	1	0	
wsjarrau_1394	wsjarrau	['27-10', '27-11', '27-12']	Mr. Smith 's	person	old	coref	Mr.	Mr.	nmod:poss	NNP	Sing	27	10	650	['66-1', '66-2']	Mr. Smith	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	66	1	1588	person_person	Mr._Mr.	nmod:poss_nsubj	NNP_NNP	Sing_Sing	938	1	0	
wsjarrau_1367	wsjarrau	['12-18']	her	person	old	coref	her	her	nmod:poss	PRP$	Sing	12	18	284	['17-30', '17-31', '17-32', '17-33', '17-34', '17-35', '17-36', '17-37', '17-38', '17-39', '17-40', '17-41', '17-42']	the Chekovian feasts she offers guests at her weekend place in Santa Barbara	abstract	new	sgl	feasts	feast	conj	NNS	Plur	17	32	434	person_abstract	her_feast	nmod:poss_conj	PRP$_NNS	Sing_Plur	150	0	0	
wsjarrau_1146	wsjarrau	['15-11', '15-12']	the damage	abstract	old	coref	damage	damage	nsubj:pass	NN	Sing	15	12	287	['15-16', '15-17', '15-18', '15-19', '15-20', '15-21', '15-22', '15-23', '15-24', '15-25', '15-26']	`` Shortageflation , '' as economists have come to call it	abstract	new	coref	Shortageflation	Shortageflation	nsubj	NNP	Sing	15	17	292	abstract_abstract	damage_Shortageflation	nsubj:pass_nsubj	NN_NNP	Sing_Sing	5	0	1	bridge:subset
wsjarrau_1377	wsjarrau	['14-3']	Toyota	organization	old	coref	Toyota	Toyota	obj	NNP	Sing	14	3	345	['26-1']	Detroit	place	new	coref	Detroit	Detroit	nsubj	NNP	Sing	26	1	684	organization_place	Toyota_Detroit	obj_nsubj	NNP_NNP	Sing_Sing	339	0	0	
wsjarrau_1157	wsjarrau	['26-23', '26-24', '26-25', '26-26']	Dun & Bradstreet stock	abstract	old	coref	stock	stock	obj	NN	Sing	26	26	575	['35-15', '35-16', '35-17']	Philip Morris 's	organization	old	coref	Philip	Philip	nmod:poss	NNP	Sing	35	15	758	abstract_organization	stock_Philip	obj_nmod:poss	NN_NNP	Sing_Sing	183	0	0	
wsjarrau_1394	wsjarrau	['48-1', '48-2', '48-3', '48-4']	Federal 's stock price	abstract	new	sgl	price	price	nsubj	NN	Sing	48	4	1191	['76-18']	our	organization	old	coref	our	our	nmod:poss	PRP$	Plur	76	18	1850	abstract_organization	price_our	nsubj_nmod:poss	NN_PRP$	Sing_Plur	659	0	0	
vpc_0765	vpc	['19-23', '19-24', '19-25', '19-26', '19-27', '19-28']	his ability to handle the mayoralty	abstract	new	sgl	ability	ability	conj	NN	Sing	19	24	491	['30-19', '30-20', '30-21']	his double-breasted suits	concrete	new	sgl	suits	suit	obj	NNS	Plur	30	21	957	abstract_concrete	ability_suit	conj_obj	NN_NNS	Sing_Plur	466	0	0	
